Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Segment,Region,State,Category,Sub_Category,Sales,Quantity,Discount,Profit
ORD-2022-02097,2022-05-27,2022-06-01,Standard Class,CUS-1063,Corporate,East,Virginia,Office Supplies,Envelopes,60.46,2,0.0,10.51
ORD-2023-03523,2022-05-27,2022-06-02,Standard Class,CUS-4198,Consumer,East,Pennsylvania,Office Supplies,Envelopes,52.37,1,0.1,4.73
ORD-2021-01120,2022-05-27,2022-05-31,Standard Class,CUS-3123,Consumer,Central,Indiana,Furniture,Chairs,134.25,6,0.0,13.33
ORD-2023-03247,2022-06-01,2022-06-04,Standard Class,CUS-9902,Home Office,South,Florida,Furniture,Furnishings,197.07,1,0.3,-86.65
ORD-2022-01675,2022-06-01,2022-06-04,Standard Class,CUS-8707,Corporate,South,Georgia,Office Supplies,Art,185.1,9,0.0,15.22
ORD-2022-01479,2022-06-01,2022-06-07,Same Day,CUS-2905,Consumer,East,North Carolina,Office Supplies,Labels,51.74,9,0.1,4.43
ORD-2024-05084,2022-06-01,2022-06-06,First Class,CUS-8740,Consumer,South,Alabama,Office Supplies,Labels,98.77,8,0.4,-30.63
ORD-2024-04851,2022-06-01,2022-06-08,Second Class,CUS-9262,Consumer,Central,Texas,Office Supplies,Art,76.0,6,0.0,10.87
ORD-2021-00961,2022-06-01,2022-06-08,First Class,CUS-7097,Consumer,East,North Carolina,Technology,Accessories,484.63,8,0.0,136.92
ORD-2022-02092,2022-06-01,2022-06-04,Standard Class,CUS-1652,Home Office,Central,Illinois,Technology,Phones,289.99,7,0.0,64.7
ORD-2023-03835,2022-06-02,2022-06-09,Standard Class,CUS-4453,Corporate,East,Massachusetts,Furniture,Tables,261.29,6,0.0,22.51
ORD-2021-00016,2022-06-02,2022-06-09,Second Class,CUS-6228,Home Office,East,New York,Furniture,Tables,86.32,1,0.3,-38.29
ORD-2021-00310,2022-06-02,2022-06-06,Standard Class,CUS-9383,Home Office,East,Pennsylvania,Technology,Accessories,579.39,1,0.0,127.86
ORD-2021-00414,2022-06-02,2022-06-06,Second Class,CUS-2524,Corporate,West,California,Technology,Monitors,605.64,5,0.3,-65.26
ORD-2023-03738,2022-06-02,2022-06-09,Standard Class,CUS-5247,Home Office,South,Florida,Office Supplies,Binders,65.81,7,0.0,7.12
ORD-2024-04415,2022-06-02,2022-06-09,Standard Class,CUS-8631,Consumer,Central,Michigan,Technology,Copiers,196.52,8,0.2,-2.16
ORD-2022-02581,2022-06-03,2022-06-07,First Class,CUS-8719,Consumer,South,Georgia,Furniture,Storage,215.13,7,0.2,-62.24
ORD-2024-04826,2022-06-03,2022-06-05,Standard Class,CUS-3192,Corporate,West,Oregon,Furniture,Tables,256.18,6,0.0,21.31
ORD-2021-00849,2022-06-04,2022-06-07,First Class,CUS-1567,Consumer,South,Florida,Furniture,Bookcases,130.74,1,0.2,-48.32
ORD-2022-01703,2022-06-04,2022-06-06,Second Class,CUS-5335,Consumer,Central,Michigan,Technology,Accessories,307.35,1,0.2,-18.95
ORD-2021-00983,2022-06-04,2022-06-10,Second Class,CUS-6393,Corporate,East,New York,Technology,Printers,271.49,2,0.2,23.01
ORD-2023-02856,2022-06-04,2022-06-07,Second Class,CUS-9253,Corporate,Central,Ohio,Office Supplies,Fasteners,224.02,6,0.0,45.75
ORD-2023-03846,2022-06-04,2022-06-08,Standard Class,CUS-2040,Consumer,Central,Michigan,Furniture,Chairs,196.33,6,0.0,13.1
ORD-2022-02013,2022-06-04,2022-06-07,Second Class,CUS-2252,Corporate,East,New Jersey,Technology,Copiers,294.69,7,0.1,42.21
ORD-2023-03631,2022-06-05,2022-06-07,Standard Class,CUS-7662,Corporate,South,South Carolina,Technology,Accessories,966.14,7,0.3,-178.86
ORD-2022-01564,2022-06-06,2022-06-13,Second Class,CUS-8818,Corporate,South,Georgia,Office Supplies,Envelopes,112.78,4,0.2,-7.03
ORD-2022-02403,2022-06-06,2022-06-10,Standard Class,CUS-9109,Consumer,South,Georgia,Furniture,Storage,174.52,7,0.4,-125.69
ORD-2021-00725,2022-06-06,2022-06-13,Second Class,CUS-3090,Consumer,West,California,Office Supplies,Art,18.67,3,0.4,-4.52
ORD-2021-00966,2022-06-06,2022-06-08,Standard Class,CUS-8445,Consumer,South,Louisiana,Office Supplies,Supplies,99.78,5,0.0,18.55
ORD-2022-02285,2022-06-07,2022-06-13,Standard Class,CUS-1963,Consumer,West,Colorado,Office Supplies,Labels,179.5,8,0.2,-13.9
ORD-2024-04365,2022-06-07,2022-06-13,Standard Class,CUS-1036,Corporate,West,Colorado,Technology,Printers,148.31,8,0.0,47.36
ORD-2023-02889,2022-06-08,2022-06-15,Standard Class,CUS-7318,Consumer,West,Nevada,Office Supplies,Labels,33.44,9,0.0,9.36
ORD-2022-01818,2022-06-08,2022-06-10,Standard Class,CUS-5373,Consumer,East,North Carolina,Furniture,Furnishings,172.12,6,0.1,-5.13
ORD-2022-01697,2022-06-08,2022-06-11,Second Class,CUS-9027,Consumer,South,Georgia,Technology,Copiers,796.3,5,0.3,-82.65
ORD-2023-02788,2022-06-08,2022-06-11,Standard Class,CUS-7452,Corporate,South,South Carolina,Technology,Printers,203.77,7,0.0,50.66
ORD-2022-01413,2022-06-08,2022-06-11,Second Class,CUS-1799,Corporate,South,Alabama,Technology,Phones,306.27,2,0.0,64.06
ORD-2023-03821,2022-06-09,2022-06-11,Standard Class,CUS-4299,Corporate,Central,Missouri,Furniture,Tables,693.4,7,0.4,-455.86
ORD-2022-01610,2022-06-09,2022-06-13,Standard Class,CUS-9820,Corporate,West,California,Furniture,Bookcases,246.1,6,0.3,-99.81
ORD-2024-04097,2022-06-09,2022-06-14,First Class,CUS-4006,Consumer,Central,Indiana,Technology,Monitors,333.17,5,0.0,71.63
ORD-2024-04635,2022-06-10,2022-06-13,Same Day,CUS-7967,Corporate,West,Arizona,Furniture,Chairs,235.28,3,0.0,24.0
ORD-2022-01950,2022-06-10,2022-06-15,First Class,CUS-3282,Consumer,South,Georgia,Office Supplies,Supplies,32.76,4,0.4,-11.02
ORD-2022-01406,2022-06-11,2022-06-14,Standard Class,CUS-3444,Corporate,South,Louisiana,Furniture,Furnishings,127.97,5,0.1,-18.59
ORD-2023-03717,2022-06-11,2022-06-15,Second Class,CUS-6066,Consumer,South,Alabama,Furniture,Tables,846.93,7,0.0,87.53
ORD-2023-03107,2022-06-11,2022-06-16,First Class,CUS-5136,Consumer,Central,Missouri,Technology,Printers,573.99,4,0.2,-45.1
ORD-2022-02171,2022-06-12,2022-06-14,Standard Class,CUS-3198,Consumer,West,Nevada,Technology,Laptops,180.66,4,0.4,-29.27
ORD-2024-04706,2022-06-12,2022-06-15,Standard Class,CUS-6274,Consumer,West,Nevada,Office Supplies,Binders,36.52,5,0.3,-4.22
ORD-2022-01879,2022-06-12,2022-06-14,Second Class,CUS-3393,Corporate,Central,Ohio,Furniture,Storage,472.22,7,0.2,-119.32
ORD-2021-00427,2022-06-12,2022-06-19,Standard Class,CUS-4275,Home Office,South,Georgia,Technology,Accessories,314.06,1,0.1,23.42
ORD-2024-05085,2022-06-13,2022-06-19,Standard Class,CUS-2480,Consumer,East,Massachusetts,Office Supplies,Binders,195.67,4,0.0,37.44
ORD-2021-00513,2022-06-13,2022-06-19,Standard Class,CUS-7594,Home Office,East,Pennsylvania,Technology,Accessories,784.96,6,0.1,76.32
ORD-2021-00335,2022-06-13,2022-06-18,Standard Class,CUS-1689,Consumer,Central,Indiana,Furniture,Tables,422.64,7,0.2,-110.52
ORD-2023-03015,2022-06-13,2022-06-16,Standard Class,CUS-8042,Consumer,Central,Michigan,Technology,Phones,299.04,7,0.2,6.02
ORD-2021-00061,2022-06-13,2022-06-16,Second Class,CUS-2974,Corporate,East,Massachusetts,Technology,Phones,283.48,3,0.4,-67.47
ORD-2022-02491,2022-06-14,2022-06-20,Second Class,CUS-8401,Corporate,East,New York,Office Supplies,Labels,67.34,1,0.3,-8.2
ORD-2023-03250,2022-06-14,2022-06-20,Standard Class,CUS-1533,Consumer,South,Tennessee,Technology,Phones,322.64,5,0.3,-55.8
ORD-2024-05156,2022-06-14,2022-06-19,Second Class,CUS-9802,Home Office,East,Virginia,Technology,Phones,539.7,3,0.0,144.46
ORD-2024-04990,2022-06-14,2022-06-21,First Class,CUS-8188,Consumer,West,Washington,Furniture,Storage,206.45,3,0.2,-50.08
ORD-2024-04304,2022-06-15,2022-06-18,Standard Class,CUS-9653,Corporate,West,Nevada,Furniture,Chairs,186.18,3,0.2,-40.0
ORD-2021-01145,2022-06-15,2022-06-18,First Class,CUS-3036,Corporate,East,Pennsylvania,Office Supplies,Supplies,84.67,2,0.3,-11.63
ORD-2022-01663,2022-06-15,2022-06-19,First Class,CUS-8892,Corporate,West,Oregon,Technology,Phones,170.06,7,0.0,56.12
ORD-2023-03238,2022-06-15,2022-06-21,First Class,CUS-5796,Consumer,East,New York,Furniture,Bookcases,468.06,8,0.0,58.54
ORD-2023-03312,2022-06-15,2022-06-17,First Class,CUS-1387,Home Office,East,Massachusetts,Technology,Copiers,893.26,7,0.2,20.7
ORD-2023-02669,2022-06-15,2022-06-20,Standard Class,CUS-8645,Corporate,East,New Jersey,Technology,Phones,408.84,5,0.3,-40.62
ORD-2024-05073,2022-06-16,2022-06-18,First Class,CUS-6536,Consumer,East,Massachusetts,Office Supplies,Envelopes,162.09,8,0.0,26.91
ORD-2024-04187,2022-06-16,2022-06-19,Second Class,CUS-9419,Home Office,West,California,Technology,Printers,540.6,4,0.0,184.92
ORD-2024-05198,2022-06-16,2022-06-21,Standard Class,CUS-2532,Consumer,Central,Texas,Office Supplies,Envelopes,75.88,7,0.1,1.9
ORD-2022-01939,2022-06-17,2022-06-21,Standard Class,CUS-7488,Corporate,West,Arizona,Furniture,Storage,154.73,3,0.2,-38.63
ORD-2022-02594,2022-06-17,2022-06-22,Standard Class,CUS-3609,Consumer,East,Pennsylvania,Furniture,Chairs,186.79,5,0.0,27.15
ORD-2022-01774,2022-06-17,2022-06-23,Second Class,CUS-7857,Consumer,Central,Texas,Technology,Monitors,517.31,6,0.3,-27.16
ORD-2023-03715,2022-06-18,2022-06-21,Standard Class,CUS-4640,Consumer,South,Florida,Furniture,Tables,536.11,8,0.3,-274.76
ORD-2024-05145,2022-06-18,2022-06-23,Standard Class,CUS-2476,Home Office,South,Florida,Furniture,Tables,139.16,4,0.3,-64.88
ORD-2024-03993,2022-06-18,2022-06-22,First Class,CUS-5078,Consumer,East,New York,Technology,Monitors,477.95,2,0.0,147.42
ORD-2021-00170,2022-06-18,2022-06-22,First Class,CUS-1352,Home Office,East,Massachusetts,Furniture,Chairs,406.92,6,0.1,-16.3
ORD-2024-04791,2022-06-18,2022-06-25,Standard Class,CUS-5832,Home Office,West,Colorado,Office Supplies,Supplies,41.46,8,0.0,9.58
ORD-2021-00263,2022-06-18,2022-06-20,Standard Class,CUS-2519,Home Office,West,Arizona,Office Supplies,Fasteners,94.27,2,0.2,0.32
ORD-2024-04277,2022-06-19,2022-06-24,Standard Class,CUS-7833,Corporate,South,Florida,Office Supplies,Fasteners,95.95,4,0.4,-34.84
ORD-2024-04688,2022-06-19,2022-06-24,Standard Class,CUS-3173,Corporate,South,Tennessee,Office Supplies,Supplies,27.3,2,0.0,3.08
ORD-2022-02218,2022-06-20,2022-06-23,Second Class,CUS-8563,Consumer,South,Florida,Technology,Phones,442.66,7,0.3,-53.55
ORD-2022-01732,2022-06-20,2022-06-26,Second Class,CUS-9159,Consumer,Central,Illinois,Office Supplies,Art,73.23,5,0.0,6.93
ORD-2022-01452,2022-06-20,2022-06-25,Second Class,CUS-8092,Corporate,South,Alabama,Office Supplies,Supplies,63.81,9,0.0,12.86
ORD-2022-01907,2022-06-20,2022-06-26,Standard Class,CUS-5624,Consumer,West,Washington,Office Supplies,Fasteners,104.6,4,0.3,-21.87
ORD-2023-03384,2022-06-21,2022-06-23,Standard Class,CUS-7021,Corporate,West,Colorado,Technology,Printers,108.21,5,0.3,-3.71
ORD-2023-03624,2022-06-21,2022-06-26,Standard Class,CUS-6007,Consumer,Central,Michigan,Technology,Monitors,320.29,9,0.2,-13.07
ORD-2021-00066,2022-06-21,2022-06-24,Standard Class,CUS-8131,Corporate,East,Pennsylvania,Technology,Copiers,676.36,8,0.0,142.45
ORD-2022-02173,2022-06-21,2022-06-28,Standard Class,CUS-5714,Consumer,West,Nevada,Furniture,Chairs,214.66,6,0.0,24.29
ORD-2022-01417,2022-06-21,2022-06-25,Standard Class,CUS-9940,Consumer,East,Pennsylvania,Office Supplies,Supplies,53.03,6,0.3,-10.2
ORD-2023-03002,2022-06-22,2022-06-27,Standard Class,CUS-4909,Consumer,West,Washington,Furniture,Bookcases,225.83,6,0.0,24.06
ORD-2021-00962,2022-06-22,2022-06-26,Standard Class,CUS-5447,Consumer,West,Nevada,Technology,Monitors,318.92,5,0.0,86.03
ORD-2024-04248,2022-06-22,2022-06-29,First Class,CUS-8218,Corporate,West,Arizona,Furniture,Bookcases,202.64,5,0.2,-49.91
ORD-2024-04345,2022-06-23,2022-06-29,Standard Class,CUS-9431,Corporate,South,Alabama,Technology,Accessories,402.86,3,0.0,78.05
ORD-2022-02348,2022-06-23,2022-06-30,Second Class,CUS-6686,Consumer,West,Colorado,Furniture,Storage,104.56,6,0.0,5.39
ORD-2023-03804,2022-06-23,2022-06-29,Standard Class,CUS-9972,Corporate,West,Arizona,Technology,Laptops,1053.77,5,0.2,12.51
ORD-2024-04000,2022-06-23,2022-06-26,Standard Class,CUS-5075,Consumer,Central,Texas,Office Supplies,Binders,82.42,5,0.2,-8.78
ORD-2024-04979,2022-06-23,2022-06-30,First Class,CUS-6559,Consumer,South,Tennessee,Office Supplies,Supplies,77.44,1,0.4,-25.69
ORD-2022-01963,2022-06-24,2022-06-28,Standard Class,CUS-3325,Corporate,West,Nevada,Technology,Laptops,149.38,4,0.1,21.83
ORD-2023-02707,2022-06-24,2022-06-26,Standard Class,CUS-5632,Consumer,West,California,Technology,Phones,954.02,6,0.0,286.21
ORD-2022-02138,2022-06-24,2022-06-29,Second Class,CUS-3310,Consumer,Central,Illinois,Office Supplies,Envelopes,177.7,7,0.0,23.35
ORD-2021-00188,2022-06-25,2022-06-30,Standard Class,CUS-4480,Consumer,Central,Missouri,Office Supplies,Envelopes,26.15,2,0.3,-5.96
ORD-2024-04628,2022-06-25,2022-06-29,Standard Class,CUS-4524,Consumer,West,Oregon,Office Supplies,Art,78.7,4,0.0,13.64
ORD-2021-01065,2022-06-25,2022-07-02,Standard Class,CUS-3631,Consumer,South,Louisiana,Furniture,Tables,133.44,9,0.0,12.3
ORD-2023-02940,2022-06-26,2022-06-28,First Class,CUS-2730,Corporate,South,Florida,Office Supplies,Binders,86.43,9,0.2,-9.95
ORD-2022-01422,2022-06-26,2022-06-28,Standard Class,CUS-3840,Consumer,East,Virginia,Furniture,Storage,304.23,5,0.2,-64.86
ORD-2023-03708,2022-06-27,2022-07-04,First Class,CUS-9185,Corporate,East,New York,Office Supplies,Envelopes,171.03,9,0.0,24.08
ORD-2023-03612,2022-06-27,2022-07-02,Second Class,CUS-3722,Home Office,Central,Missouri,Office Supplies,Fasteners,43.3,1,0.0,6.71
ORD-2022-01838,2022-06-27,2022-07-01,Standard Class,CUS-8873,Consumer,Central,Ohio,Furniture,Chairs,180.53,7,0.0,18.58
ORD-2024-04623,2022-06-28,2022-07-01,Standard Class,CUS-4558,Home Office,South,Alabama,Technology,Copiers,629.8,5,0.1,47.64
ORD-2023-03798,2022-06-28,2022-06-30,Standard Class,CUS-5651,Home Office,East,Massachusetts,Office Supplies,Art,55.03,5,0.2,-5.92
ORD-2024-04728,2022-06-28,2022-07-03,Standard Class,CUS-4597,Corporate,Central,Texas,Furniture,Chairs,67.05,3,0.0,4.98
ORD-2021-00816,2022-06-28,2022-07-02,Standard Class,CUS-4488,Consumer,South,Alabama,Furniture,Bookcases,227.02,6,0.0,8.28
ORD-2022-01416,2022-07-01,2022-07-05,Second Class,CUS-6172,Corporate,East,Virginia,Office Supplies,Supplies,221.48,5,0.0,42.37
ORD-2023-03857,2022-07-01,2022-07-08,Second Class,CUS-6653,Home Office,East,North Carolina,Furniture,Bookcases,162.02,5,0.0,12.64
ORD-2021-00683,2022-07-01,2022-07-07,Standard Class,CUS-9631,Consumer,East,Virginia,Furniture,Chairs,255.0,2,0.4,-154.92
ORD-2023-03035,2022-07-01,2022-07-07,Standard Class,CUS-8930,Corporate,Central,Missouri,Technology,Phones,517.61,9,0.2,3.19
ORD-2024-03992,2022-07-01,2022-07-07,Same Day,CUS-5417,Consumer,West,Nevada,Furniture,Chairs,263.86,3,0.2,-60.38
ORD-2021-00346,2022-07-01,2022-07-08,Standard Class,CUS-3007,Consumer,South,Alabama,Technology,Phones,211.08,6,0.0,32.79
ORD-2023-03025,2022-07-02,2022-07-04,Standard Class,CUS-8829,Consumer,West,Washington,Furniture,Furnishings,697.37,5,0.0,41.91
ORD-2021-01209,2022-07-02,2022-07-05,First Class,CUS-6697,Consumer,East,Virginia,Technology,Laptops,644.05,8,0.2,5.53
ORD-2022-01387,2022-07-02,2022-07-09,Standard Class,CUS-1544,Consumer,East,North Carolina,Furniture,Tables,177.07,7,0.0,21.92
ORD-2023-03431,2022-07-02,2022-07-05,Standard Class,CUS-1970,Corporate,East,North Carolina,Office Supplies,Paper,89.34,8,0.3,-18.23
ORD-2022-01432,2022-07-02,2022-07-05,First Class,CUS-7411,Corporate,West,Nevada,Furniture,Chairs,214.55,8,0.2,-43.86
ORD-2021-00286,2022-07-03,2022-07-10,Standard Class,CUS-7344,Home Office,West,Arizona,Office Supplies,Labels,25.32,4,0.0,4.91
ORD-2024-04557,2022-07-03,2022-07-06,Standard Class,CUS-5924,Corporate,Central,Ohio,Technology,Copiers,258.63,8,0.0,67.83
ORD-2021-00556,2022-07-03,2022-07-07,First Class,CUS-6893,Consumer,East,Virginia,Office Supplies,Paper,158.23,7,0.0,25.93
ORD-2021-00868,2022-07-04,2022-07-09,Standard Class,CUS-7383,Consumer,West,Colorado,Furniture,Bookcases,640.89,4,0.1,-40.07
ORD-2022-01751,2022-07-04,2022-07-09,Second Class,CUS-5930,Corporate,West,Nevada,Technology,Laptops,421.53,3,0.0,144.48
ORD-2021-00639,2022-07-04,2022-07-08,Standard Class,CUS-3704,Home Office,South,Alabama,Technology,Phones,207.03,2,0.2,-2.97
ORD-2024-04613,2022-07-04,2022-07-10,Second Class,CUS-5257,Home Office,East,North Carolina,Office Supplies,Art,383.37,1,0.1,28.36
ORD-2021-00143,2022-07-05,2022-07-09,Second Class,CUS-8613,Corporate,Central,Missouri,Furniture,Chairs,265.79,6,0.0,37.88
ORD-2024-05157,2022-07-05,2022-07-07,Second Class,CUS-9643,Corporate,Central,Illinois,Furniture,Bookcases,428.35,1,0.0,48.71
ORD-2023-03325,2022-07-05,2022-07-09,Standard Class,CUS-2348,Consumer,South,Florida,Technology,Printers,362.89,4,0.0,66.89
ORD-2023-03613,2022-07-05,2022-07-09,Second Class,CUS-3465,Consumer,South,Louisiana,Furniture,Bookcases,1128.35,3,0.0,133.56
ORD-2022-02275,2022-07-05,2022-07-10,Same Day,CUS-4767,Consumer,West,Oregon,Office Supplies,Supplies,114.29,3,0.2,-6.78
ORD-2022-01500,2022-07-06,2022-07-10,First Class,CUS-6452,Consumer,Central,Missouri,Office Supplies,Supplies,150.08,1,0.1,13.65
ORD-2022-01683,2022-07-06,2022-07-10,First Class,CUS-2038,Consumer,East,New York,Furniture,Bookcases,493.8,5,0.2,-131.17
ORD-2021-01007,2022-07-06,2022-07-09,Standard Class,CUS-3836,Consumer,East,Massachusetts,Office Supplies,Binders,89.94,4,0.0,13.25
ORD-2023-03778,2022-07-06,2022-07-09,Standard Class,CUS-3034,Corporate,Central,Missouri,Office Supplies,Envelopes,78.09,7,0.0,17.31
ORD-2024-04725,2022-07-07,2022-07-12,Standard Class,CUS-4229,Corporate,East,New York,Technology,Printers,890.99,5,0.0,288.33
ORD-2022-02072,2022-07-07,2022-07-13,First Class,CUS-9832,Consumer,West,Nevada,Furniture,Furnishings,285.01,1,0.1,-14.44
ORD-2021-00060,2022-07-07,2022-07-11,Standard Class,CUS-5524,Home Office,Central,Missouri,Furniture,Bookcases,594.53,1,0.0,29.17
ORD-2022-02294,2022-07-07,2022-07-10,Standard Class,CUS-2148,Consumer,East,New Jersey,Office Supplies,Binders,36.79,8,0.1,1.39
ORD-2021-00367,2022-07-07,2022-07-11,First Class,CUS-3089,Consumer,Central,Illinois,Office Supplies,Binders,36.21,7,0.0,6.32
ORD-2021-00665,2022-07-07,2022-07-13,Standard Class,CUS-6770,Consumer,Central,Michigan,Furniture,Bookcases,390.41,6,0.4,-253.5
ORD-2023-03046,2022-07-07,2022-07-11,Standard Class,CUS-1805,Consumer,East,New York,Office Supplies,Envelopes,84.59,5,0.0,21.13
ORD-2023-02951,2022-07-07,2022-07-10,Standard Class,CUS-2694,Consumer,Central,Texas,Technology,Printers,212.31,8,0.0,44.23
ORD-2022-01619,2022-07-08,2022-07-15,Standard Class,CUS-7764,Consumer,West,Colorado,Office Supplies,Supplies,93.5,4,0.0,25.9
ORD-2021-01159,2022-07-08,2022-07-13,Second Class,CUS-9861,Home Office,Central,Texas,Furniture,Tables,158.46,4,0.0,22.95
ORD-2021-00314,2022-07-08,2022-07-14,Standard Class,CUS-7783,Home Office,East,Pennsylvania,Technology,Accessories,396.68,2,0.0,107.74
ORD-2024-04201,2022-07-08,2022-07-10,Same Day,CUS-9365,Corporate,South,Tennessee,Furniture,Furnishings,194.96,4,0.1,-31.64
ORD-2021-00051,2022-07-08,2022-07-14,First Class,CUS-7885,Corporate,West,Oregon,Office Supplies,Paper,44.24,8,0.4,-14.09
ORD-2022-02585,2022-07-09,2022-07-11,Standard Class,CUS-2315,Consumer,East,North Carolina,Technology,Monitors,698.36,5,0.0,251.83
ORD-2023-02928,2022-07-09,2022-07-12,Standard Class,CUS-1048,Corporate,East,North Carolina,Office Supplies,Paper,124.85,7,0.2,-6.36
ORD-2022-02419,2022-07-10,2022-07-13,Standard Class,CUS-1365,Corporate,South,Georgia,Office Supplies,Binders,45.02,7,0.0,5.29
ORD-2024-04579,2022-07-10,2022-07-12,Standard Class,CUS-6443,Corporate,West,California,Technology,Accessories,259.76,3,0.0,91.4
ORD-2023-03155,2022-07-10,2022-07-12,Standard Class,CUS-5203,Corporate,East,Virginia,Office Supplies,Paper,34.9,7,0.3,-5.94
ORD-2023-02896,2022-07-10,2022-07-13,Standard Class,CUS-3649,Consumer,South,South Carolina,Furniture,Tables,102.12,5,0.0,7.51
ORD-2022-01342,2022-07-10,2022-07-14,First Class,CUS-7841,Consumer,East,Virginia,Technology,Laptops,594.55,7,0.2,18.72
ORD-2023-03376,2022-07-11,2022-07-17,Standard Class,CUS-9154,Consumer,West,Arizona,Furniture,Chairs,222.51,6,0.4,-138.76
ORD-2021-00363,2022-07-11,2022-07-17,Standard Class,CUS-8736,Home Office,West,Arizona,Technology,Copiers,148.12,8,0.1,28.65
ORD-2023-03503,2022-07-11,2022-07-17,Standard Class,CUS-1546,Corporate,Central,Missouri,Office Supplies,Binders,144.61,6,0.0,31.78
ORD-2022-02439,2022-07-11,2022-07-14,Second Class,CUS-9409,Corporate,Central,Indiana,Furniture,Chairs,273.9,8,0.1,-40.21
ORD-2023-03081,2022-07-11,2022-07-16,Standard Class,CUS-2670,Corporate,West,Nevada,Office Supplies,Fasteners,393.05,2,0.3,-51.32
ORD-2023-03532,2022-07-11,2022-07-14,First Class,CUS-1131,Corporate,East,Pennsylvania,Furniture,Furnishings,776.64,6,0.0,62.33
ORD-2023-03637,2022-07-11,2022-07-16,Standard Class,CUS-3581,Consumer,West,California,Technology,Monitors,483.42,9,0.0,131.91
ORD-2023-03422,2022-07-11,2022-07-18,First Class,CUS-9056,Corporate,Central,Illinois,Technology,Copiers,637.27,8,0.4,-152.42
ORD-2021-00502,2022-07-12,2022-07-18,Standard Class,CUS-1290,Consumer,South,Florida,Technology,Monitors,399.49,8,0.0,96.63
ORD-2022-01521,2022-07-13,2022-07-20,Standard Class,CUS-4497,Consumer,East,New York,Technology,Accessories,680.55,9,0.3,-55.24
ORD-2023-02922,2022-07-13,2022-07-15,Standard Class,CUS-1318,Home Office,West,Arizona,Technology,Printers,184.24,6,0.0,51.6
ORD-2024-04830,2022-07-13,2022-07-15,Standard Class,CUS-5502,Consumer,Central,Missouri,Furniture,Tables,210.73,9,0.0,11.81
ORD-2024-04093,2022-07-13,2022-07-16,First Class,CUS-9325,Consumer,West,Colorado,Office Supplies,Paper,12.35,9,0.0,2.16
ORD-2024-04992,2022-07-14,2022-07-16,Standard Class,CUS-6212,Corporate,Central,Illinois,Furniture,Chairs,221.53,1,0.3,-106.2
ORD-2021-00044,2022-07-14,2022-07-17,Standard Class,CUS-1482,Home Office,South,South Carolina,Technology,Printers,236.22,8,0.1,19.21
ORD-2022-02093,2022-07-14,2022-07-21,Second Class,CUS-2617,Corporate,West,Colorado,Office Supplies,Supplies,69.29,2,0.4,-19.52
ORD-2021-00784,2022-07-14,2022-07-19,Standard Class,CUS-5999,Consumer,South,Georgia,Office Supplies,Envelopes,24.21,9,0.0,3.26
ORD-2023-03111,2022-07-14,2022-07-16,Same Day,CUS-1366,Consumer,West,California,Furniture,Furnishings,96.55,1,0.2,-22.12
ORD-2021-00199,2022-07-15,2022-07-20,Standard Class,CUS-6540,Home Office,East,New York,Office Supplies,Art,33.99,9,0.0,5.95
ORD-2023-03723,2022-07-15,2022-07-20,First Class,CUS-8346,Consumer,East,New York,Technology,Printers,326.53,5,0.0,70.39
ORD-2021-00260,2022-07-15,2022-07-22,First Class,CUS-7249,Consumer,West,Nevada,Furniture,Bookcases,431.24,5,0.0,47.91
ORD-2023-02820,2022-07-16,2022-07-23,Standard Class,CUS-3337,Home Office,East,New Jersey,Furniture,Chairs,685.93,4,0.3,-306.91
ORD-2024-04781,2022-07-16,2022-07-19,Standard Class,CUS-4400,Corporate,South,Tennessee,Technology,Accessories,428.87,6,0.2,-6.39
ORD-2021-00576,2022-07-16,2022-07-18,Same Day,CUS-6569,Corporate,South,Alabama,Office Supplies,Supplies,98.73,3,0.0,9.53
ORD-2022-01803,2022-07-16,2022-07-23,Second Class,CUS-1969,Consumer,Central,Illinois,Furniture,Furnishings,178.29,2,0.3,-78.39
ORD-2022-01546,2022-07-17,2022-07-23,Second Class,CUS-1771,Home Office,West,Oregon,Furniture,Storage,285.37,1,0.4,-161.7
ORD-2023-03290,2022-07-17,2022-07-21,Standard Class,CUS-7882,Consumer,East,Massachusetts,Furniture,Tables,356.68,6,0.2,-106.79
ORD-2023-03172,2022-07-17,2022-07-23,Second Class,CUS-5824,Consumer,Central,Texas,Office Supplies,Art,43.44,3,0.1,3.58
ORD-2024-04944,2022-07-17,2022-07-20,Standard Class,CUS-4219,Consumer,East,Massachusetts,Office Supplies,Labels,78.28,1,0.0,13.86
ORD-2024-04420,2022-07-18,2022-07-25,Standard Class,CUS-7334,Home Office,East,Massachusetts,Office Supplies,Art,46.21,2,0.2,-3.17
ORD-2021-01046,2022-07-18,2022-07-22,Standard Class,CUS-1370,Corporate,West,Arizona,Office Supplies,Envelopes,115.97,4,0.1,12.68
ORD-2023-03239,2022-07-19,2022-07-22,Standard Class,CUS-8935,Corporate,East,North Carolina,Office Supplies,Binders,52.54,4,0.0,12.56
ORD-2024-04494,2022-07-19,2022-07-21,Second Class,CUS-5897,Consumer,West,Oregon,Furniture,Storage,1182.66,6,0.0,153.61
ORD-2022-01499,2022-07-19,2022-07-26,Standard Class,CUS-8513,Home Office,Central,Michigan,Technology,Monitors,689.01,4,0.0,191.26
